id,text
63c1f812,Thanks for the redactions :). Is it worth getting a third opinion at the reliable sources noticeboard vis a vis the use of law textbooks for points of law?
f9ef8826,"Your reasoning is very sound, it would appear that USGS is wrong and I have no problem with changing it back.  In general, what are your thoughts on using the GNIS database for park coordinates/elevations as we convert to the Geobox?"
13c09448,"I could go on from here, but this is essentially the underlying basis of my reasoning. Does this help explain my position?"
b02556f9,Subukan kong ipagtatanong-tanong ang pangalan ng lola mo sa mga kaibigan kong native dito. Sa Tuguegarao ba siya/sila mismo o sa ibang mga karatig-bayan?
131a050c,Vandalism is putting a live AFD template back? You're a smart one ain't you?
775d3ad4,"Agian, wishful thinking is one thing, fantasyland, now back to reality, Can you provide me ONE journal, ONE book that mentioned the term ""palestinians"" before 1960's??? Why not?"
53420b80,pls see my comments on your revert on the talk page.  Perhaps you'll consider undoing my revert?
1d82f480,"Regarding <url>, <url>, <url>, <url>, <url> and <url>, may I redirect them? Should I leave the merge tag on the talk page?"
85a62620,<url>???
d473b7fb,Shudder?  Why?
8576af42,"From my sources it seems that the Duke of York didn't have any radar when completed, but during her numerous refits different radar sets were added. So shall I list all the radar added from her refits?"
100cede4,"Sorry, but i do not find ""double torpedo tunnels"" to be very good. Can you come up with something better?"
964bba91,"So you are still sidestepping the question.  Please answer it directly:  please answer my question, clearly:  are you saying is that you cannot use the wiki to edit cooperatively with other people on the same text, or are you saying that you can use the wiki as it was intended and edit a single text cooperatively?"
c30b6c97,"Please do not remove warnings.  Just follow the rules and everyone will get along, ok?"
9fffbeb4,Alright then!?
1a673365,"Thanks, can we write an article on that ? do you think it is notable enough ?"
3d68d1a8,I just saw that after I left this message to you. By speech marks do you mean quotation marks?
ba6cabc7,"Hey, I reverted your edits on recognition because the statements were already relayed in footnotes, which I hadn't realised when you brought it up on the talk page. Did you want to move the statements to the main text?"
4986b41c,"Looking at my various edit summaries to <url>, I don't see any where I mentioned anything about another example.  Can you say which edit you have in mind?"
d8bb7d87,"Those of us who've been here the whole time are pretty incredulous about it also. :)  We miss your fine editing style and hope you come back sometime -- keep looking in on us now and then, at least?"
76881664,"I kind of agree.  Are you planning on actually editing Wikipedia, or is your whole purpose here to promote this ... study (or whatever it is)?"
970aecef,"Although I have yet to understand what some of your maps mean, they are superb! Have you ever considered professional cartography?"
eec987d0,"MONGO, today you speedied this article as a non notable character.  Surely you know the non notable speedy criteria is for real people, not characters?"
ea83ab51,"Actually, I am concerned that you had completely removed verifiable facts of which I had included the references.  Would you please explain why you had removed the entire section I wrote on Collection Agencies in Canada?"
4f6db01d,"Since you are STILL not responding to me (or the talk page discussion) and reverting anyway, I have mad you a <url> template.  Post THAT on your page and leave the regular one alone, OK?"
93ce9a4c,"The benefit of a version of the sentence is that it helps clarify the differences between Lavoisier and Priestley; however, we need to be careful that we don't convey the wrong impression to the reader. How best to do this?"
d8f5e8f4,", and <url> hot. What more could a young man need?"
336be8fa,"Sorry, I dont quite remember what we were talking about.  Can you tell me what you were/are confused about?"
d4b1a967,"Yeah, at the moment. Unless there are any other dryandras on the cusp of GA-hood....?"
a1803b6a,"<url> posted a wonderful grammatical analysis of the ""has/had"" thing, another editor agreed, so I'm thinking we should make another request for the change, using Bluewave's post as the basis.  What do you think?"
794fe238,"On <url> about the Chinese sex imbalance, you accused either the OP or the first responder (me) of <url>. Could you explain why you thought either of us was advocating, opining, or recruiting, in a way that diminished the quality of the reference desk?"
22c25a4d,"Alright, the NPOV template is even worse, since it specifically points people to a talk page discussion which does not exist. Why are you adding these templates?"
4da5fcc3,"I often work out of Sweden and I have an excellent, free, built-in English or Swedish grammar ''and'' spelling program in ''Word'' on that computer using Firefox (as this user says she does) - red underlinings for spelling and green for grammar - which would preclude almost all of the huge amount of problems caused by this user regarding readability, or at least alert her to the very quanitity of the problems and inspire a constructive attitude as to her own capacity. Perhaps if one does not consider it a ""duty"" of sorts to contribute readable English here, that actually might be the problem?"
77ccb391,"I should be able to get that Mayr paper, it's on Wiley. Do you need me to email it to you?"
e1889600,COI? What COI do you think I have?
7305ecf8,How do you know the author/uploader of <url> intended it to be licenced under the copyright licence that you attached to the file with <url> Are you clairvoyant or did the uploader tell you this was his wish?
905403d6,"I was visiting the <url> article again today, and I had the same instinctive reaction to the image, that it is too specific and not representative of all pederastic relationships but only the sexual ones. Would you mind if I changed to something more representative of the practice, like a symposium image?"
bfc61405,"Makes me wanna ask, what do you say about having separate articles like Wikipedia has <url> and <url> or <url> and <url>? Should this be tolerated for non-Transformers stuff?"
cf82a31d,"If it's alright with you, I'm next going to start from 1930 and work back towards where you are, since I'm particularly interested in the Lang era. Is that okay?"
12b3e56e,Sure AGK. Does the draft need to be updated to include the tweaks?
da5d6e83,"Yesterday you undid an edit of mine (on the <url> article). What did you mean by ""a COI link""?"
2866d3a5,'''Wiki-star''': Hm? Is there a reason for your sorrow my good man?
ac756c22,How come you removed Dobby as an omitted character? Where does he appear?
87f8632d,"Hi, Google found your start at a Bayt Nuba article.  Do you want help?"
040f9205,Thanks! :) So we're allowed to do multiple revdels at a time now?
14c0955b,"Some time ago you uploaded an image of the Knowledge Navigator, which was speedied some time later. Can you upload the file again?"
affe9875,"Many thanks. I can't resolve ""The work represents a summary of themes explored in Bacon's previous paintings"", Tony's right - its clunky and unclear; any ideas?"
bf2c4a9b,"<url> is a validly notable topic which has been ruthlessly  suppressed at WP, probably because of egoism rather than religionist POV warriors but possibly both. Can you advise me on how to go about appealling deletions?"
c34fa0b6,"One more thing. How is the policy of ""you're not allowed to block someone for personally attacking you"" unworkable?"
9198f633,You may want to look at the nomination.  What did you intend to do?
b0231648,"I agree with you in that this chapter has no place on <url>, moreover its inclusion there seems highly suspicious. Is there any way to see who added a particular word/sentence/paragraph without manually going through the history?"
6ce75130,How are recognizing and not recognising defined in this context? The country has explicitly and officially stated that they do or do not recognise the State of Palestine?
b1286198,Thanks for the revert on <url>. Kinda curious how this blanking is always done by IPs that trace back to USAF installations isn't it?
3e62896d,"Technically, Taku is within his rights to change things to conform to an existing standard, but it's not very politic of him to do so; if we decide to change, then it's still more meaningless work to change everything once again. Unfortunately, it's all too common for editors to edit first and talk second, eh?"
c7091ad8,Actually it was a compliment. Does that count as an 'issue'?
dc8cb5df,<url> seems a bit bizarre. Why nowrap date fields in cite templates?
1172063d,"Hi Steph - this would be a fine article, but its already pretty fleshed out - do you have a specific sub-topic regarding propaganda films that you'd like to write about? Have you found some research about propaganda films that you'd like to synthesize?"
af54529c,Hate to be a bother... but need help with getting the bot running? Anything I can do as a non programmer?
a0ddfde5,"Is there any reason you keep moving boldface marks? ITN is on my watchlist and you seem to do this quite frequently, yet, as far as I can see, it makes no difference, so I feel compelled to ask if there's any particular reason?"
9dfe156c,"Hi, I'm new to RC patrol, and I was wondering how you do the 'reverted edits by X to version by Y' edit summary. Is there a shortcut to reverting an edit?"
9a65025a,"Hi there, thanks a lot for commenting. Just to be absolutely clear, and avoid anybody misinterpreting your remarks, could you say if you prefer version 1 or 2 of the lead?"
f8254ef7,"FYI, perhaps you failed to notice, but Anthropologist's ""accursed"" faux pas was already brought to his attention by Philbrick. I think you'll probably agree that a second, dedicated TP section is a bit of an overkill, no?"
eeb1253f,"Thanks, but I've already read those essays.  Did you have anything to say yourself, personally?"
da1598ff,Hmm...it appears to be an infobox at the moment and lacking in any content other than that. Have you done a search for the battle at all?
a7359980,"Respectfully, you've replied to the message below mine a day ago now. Could you provide guidance for my request please?"
336b7f2f,Oh I can explain how for you. Do you have a <url> computer?
f1cda33d,"Howdy Mattisse. Haven't I seen you on hockey articles, years ago?"
a729c1bb,You changed the result here: Weu2019ve already had <url>; do you really want to do it again? The result given is a compromise; are you wanting to upset that?
106f043a,"OK, maybe alcohol is depressing my injoke-comprehension circuits, but I can't fathom <url> edit summary at all. Care to explain?"
bef5eaa6,"I think this deserves its own article, as opposed to being in the centrifugal one. Do you have any good sources that describe how it works?"
e2d9bfd2,"By ""this project"" I mean Wikipedia. Do you share the values of civility and consensus?"
6df8b9d8,"I see you've created <url> which I think is great. Would you be able to add the template to the top of the category page, as per its parent <url>, so people can paste it to the top of Talk pages?"
c2b658f7,"Please see my comments on <url> about a remark you added to <url> about the etymology of the term ""minim"" in music. Got any sources for your suggestion?"
129e2aa9,"Can you respond to the comments I left on the S&M PR page please. If you are satisfied with the changes, can you tell me if it is qualifiable for FAN and if not for FAN, then for A class status?"
5c47027e,"I also have problems with a lot of the other recategorisation you have done to these articles, but I won't revert any more until I hear from you.  Taking <url> as an example: why have you removed it from <url> when it clearly is a linear filter; why remove it from <url> when it forms part of image parameter theory; why does an article which discusses electronic designs not belong in <url>; why remove it from <url> when, obviously, it is a term?"
9a982d8a,"Man, I'm discovering that Commons is lousy with copyrighted product packaging, there are ''thousands'' of them, I think. I am AWB-challenged, if I start compiling a list, perhaps you could eventually turn AWB loose on it?"
00f476bc,Any idea what happened here <url>? Buffer overflow because my comment was too long?
7e1be114,I have left a comment on the Talk page under that section.  You haven't said much there - is there some place where you present your view with a little more detail?
6889f61f,"Thanks. Do you feel the information is ""weak"" or is it just too complex?"
4bda10f6,No kidding.  Perhaps you could be troubled to point out the parts you consider to be actionable as 'spam'?
29054d6b,It does not appear to have attracted any participants other than Gerda. Perhaps adding a <person> template would draw in more participants?
27ed11b4,"Sounds good then.  In this case, would it be wise to simply remove the ""influence"" field since it simply overlaps with ""subjects""?"
f5bca753,"I clearly provided a source that is valid, and yet a couple of hours is a big deal? Is it your way, or the highway?"
e3a9f4a8,"I've come to state that I find it mildly amusing that you don't consider a press release for a journalism award from Columbia University to be a ""substantial story from a citable source"".  Isn't Columbia among the world's most prestigious journalism schools?"
0031114c,"Sure thing, you've been doing great work so far. Would it help to maybe translate the whole article first as it is, and then over the course of time you can play around with the sections and add stuff that you find?"
2e309cb3,"Should be OK. Let me finish up what I'm doing now, and then see what needs doing. How long are you around for?"
34d71a44,So you're interested in both Amiga computers and BDSM! Are you an atheist too?
966c3b04,Good luck on your <url>.  What time is <url> <url>?
7e705748,"Wait, that wasn't the question, was it. What appears after these that I don't have?"
3e604ed0,"I was wondering, why did you do that, create that new cat and then add it to the polanski without any discussion at all? Have you read the polanski talkpage and seen the lengthy discussion regarding the cats there?"
b1decc58,Welcome to WikiProject Austria. I'm wondering if you're willing to coordinate the project for a while?
914dcabf,"Unfortunately, I have no clue what you mean.  Can you point me to a page that has such a feature?"
c69e53a9,"Good! By the way, what do you think of merging the recurring animals in <url> to <url> and then getting rid of the rest?"
e2213580,"I haven't done an 'official investigation' but perhaps it would be revealing.  Alright then, save us the time...enlighten us--how many links have you added to WP that are owned by Stephen Barrett?"
83bfe358,After ''New Jersey'' leaves the mainpage it will be nessicary for us to check all the article linked to USS ''New Jersey'' and ensure that no subtle vandalism crept into them by means of the USS ''New Jersey'' article. Are you willing to help?
ac347d02,So what exactly was the point in moving 'Birmingham New Street Station' to 'Birmingham New Street railway station' I've never heard it called that before nor any other of the Birmingham stations. Is there any need to add 'railway' to the title of a station unless it is being disambiguated from a bus station or something?
6f9a18d2,What? Please speak brighted.Ps.Do you know gag?
55adac49,Hello? You going to answer this?
29dee291,"Maybe others haven't noticed - or are too busy.  If you are thinking what I'm thinking, why am I reverting so many of your edits?"
c057a6ba,"Just letting you know (since you have mentioned AFDing <url>) that weu2019ve gone to some effort to establish notability with <url>, and have added three reliable, notable, third-party sources to the article.  Do you feel these sources establish <url> as being notable (<url> and all that)?"
7d818579,Good work maintaining the Tibet page i seems to getting an increasing amount of traffic!!! Is our Chinese friend still persisting?
cac9401c,"Ack, hit the wrong button?  How do you manage that?"
6c4b9535,I state what I see when I read it.  Are you and <url> the same editor?
14748f1f,"Well, I fully agree with the three rationales Lumos has given above; and so evidently do about half the Wikipedians who have contributed to the RfC Lumos has cited.  If so many think that such links can be useful and appreciated, why does it matter so much to you that they should be eradicated?"
b8a6ce45,I saw your comment on Jimbo's talk page about plagiarism and copyleft. Would you have time to have a look at <url> and <url> (where most of the discussion has taken place)?
2636d2c8,"Would you be willing to do another pre-FAC review of a different article for me?  Specifically, the ""John J. Tigert"" article?"
ecf726f0,If a main or major purpose of your presence here is to cause drama then I would support your being indefed. Am I misunderstanding something?
b305bf54,"No worries, thanks for doing that. Nice to hear from you again - new username for 2013?"
b7c0b18f,Afterthought: where did you get your figure of 82500 tons pa??
50362f36,"The admin says he thinks it should be renamed, but someone else is trying to pull the ""but it happened in the same area nonsense"". Was I clear enough in explaining where the pictures are listed?"
f517ca1a,I finished my expansion of the category you created. Any suggestions on how to improve the category?
4f47f36d,Your bot has ruined the formatting on ref 2 in <url>. Would you care to either call off the bot or suggest an alternate formatting that will work better?
4db3ad2a,"Perhaps these articles should be nominated for deletion. A blue belt is far from a notable BJJ player; Google returns 594 results for him, many of which might not even be the Barry Ley in question; and as for the Blaggers article: I don't see any articles on the higher-selling books you mention, why does this one deserve it?"
a80c0652,I don't want to be your enemy. What can I do to help this situation?
83ea6533,"I've added a note to <url> to explain the dating; there's another couple of places it should go, but I don't want to start putting it in 'til you've seen it. What do you reckon?"
47c6b7f5,"Thank you for that, I was having a problem with diffs and the explanation didn't make sense to me. This is the first I have had to do, what is the procedure?"
73831181,"Um - no.  And I take it you delieve all racist and fascist groups are ""right wing""?"
1fab4371,I see you created a nonsense article yesterday because you were bored. If I unblock you will you disrupt more?
478c370e,"I don't understand how you find it appropriate to talk about your illegal drug use on your user page.  Also, how do you have the right to ban other people's usernames with a name like ""'''BONG'''warrior""?"
51913323,"So, Pasquale, you're not interested? Have you ever read <url> article?"
c1f10048,Thanks for your help with <url>. I've responded to your comments - could you please take a look and let me know if you are content now?
e166b5c8,Great job. Will it be done by next week?
7ba9b6a7,"Any thoughts on what we should do with this? Delete it as a duplicate, or copy to Commons and rename?"
7fb38c17,"At <url>, you've added from Bacon a line saying that the addition of 3 minor judges to the list of major judges brings the total to 12. But the numbers don't work out - not in the list in the article, anyway. I don't want to revert your good-faith (and referenced) edit, but could you go back to your source and see if you can fix this?"
8a508ac4,I'm confused: what did you do?  And how did you delete it twice without restoring it in between?
372f0131,"So do I, because, inspite of my 100s of friends and supporters, I'm feeling a little beleaguered and lonely here. If I can hang on in here, can't you at least keep me company?"
e9c20da4,Hi Finell: I have filed an RfC at <url>. Could you take a look at this matter and proffer some advice?
fe3e524a,I noticed you deleted this while I was in the middle of creating it.  Does the listing of it on the <url> not make it notable?
e2f35016,"Hi I noticed you speedied and article but not it's talk page? What's the use of leaving the talk page, discussion or no, if you're going to speedy the article?"
cced11fe,"I don't think so, Giano. Can we just once attempt to let this pass by without calling for the heads of people?"
4d7c8d43,"What's your issue with noting the copyright registration date for this piece?  Also, could you point me to the consensus you mentioned?"
6185d929,"So how are u gonna concider weither the licences used by Fluckr are accurate...? ,and if this image has to bee conciderd than http://en.wikipedia.org/wiki/Image:Petercrouch_liverpool.JPG should be to..?"
a7d6a4c8,wants to move from a free nation like th US to a tyrannical country like the UK. Give me an honest opinion Haunted Angel what do you yhink of him?
05aff9d1,"Thanks; I expected a decline, despite my extensive comments at <url>. As there is nothing more to this article than listings of bylines in non-notable publications, minor book acknowledgments, uncredited movie extra roles, blog comments, paid directory listings, and unsubstantiated claims about wildly over-the-top PR accomplishments, what exactly do you consider to be the examples of ""credible notability""?"
aa142a3d,Let's pretend that we have reached an impasse and then we can stop talking to each other. Deal?
07c4cf3a,"BTW, small step, huh, from Berkely to Soman's talk page. What's next--Cambridge?"
e38e5d5a,I tried updating it to WP:DAB style but I got reverted. Can you use your magic there and explain to the user why we should follow MOS:DP and such?
893e80f8,"Actually, material in the lead must be discussed in the body. Contemporary economics haven't been discussed in the body, so how can they be discussed in the lead?"
64c9e419,Thanks for the ce's on Attachment therapy. Are you kindly undertaking the second opinion?
1e4e47cf,I don't think I'll have the time to keep the flies off it all week but I'll have a go (I might get around to incorporating Caitlin Moran's detailed reviews too). Could you not semi it as well?
d8560f02,"Slightly more seriously, there's a discussion over at <url> about the lack of non-European info regards torture.  Any chance that in your manifold research on all things psychohistorical you've found something that could be used to expand the section?"
1fb3e07f,Nice work.  :)  Got anything for <url> or <url>?
2ff18f18,"No problem, It was open and shut <url> issue. For your next project can you find something that doesnt make your fanclub at the Wikipedia Review angry?"
794a3a48,"I had that fixed before you oranged me, I swears it! :) Are you not familiar with the technique of doubling your edit count using typos?"
ab8bfae0,"Ha, you're too kind to me, my old friend. MK one day, promise?"
9f8c0eb4,This is starting to almost feel like harassment. Perhaps we should take this to a mediation committee?
6a0e3683,"And what, may I ask, is ''your'' relationship to Hammersoft? How did you come upon this matter?"
883acc82,"I am good at that ;-). You know about the new ""Oversight"" priv?"
a06a4961,Are you calling me a vandal for visiting your user page?  Or am I just <url>?
87fc89f2,Thanks!  What type of documentation do you want u2014 an explanation of using the notes feature?
e7a3fa3c,It's not too late to help at all - being busy has kept the work on it to a crawl.  ;)  I'd like to represent what you are referring to; was it on the Abom talk page or somewhere else?
ab85db8b,You have listed it as no source but the author asserts own work. Could you please clarify this?
43903fca,"Granted, it wouldn't be terribly difficult for me to recreate what I did, but I don't like doing extra work when I don't have to. Could you at least userfy the last version edited by me?"
c7c607ae,"Thanks for that, hopefully I have input this correctly. This page also seems to be flagged due to several issues, surely these can now be removed as the page has proved its worth as much as pages like <url> have?"
0dbfa6a0,"Thank you for your time, but, perhaps; If I give you the iformation and images and such for Lord Strachan, could you maybe make it? It shouldn't be that hard to find info, or images, but I already have them, so if I give you this stuff, perhaps could you do it?"
c285ed5f,Per <url> we should summarize the article briefly in the lede. I didn't see anything about higher dimensions in the <url> body so should it be removed from the lede or should the body be expanded?
d8a920b2,"I think I lot of the things on the Methuselah page are very interesting, but perhaps should be transferred to the Biblical Generations article, if they touch on more than just Methuselah. Would you agree?"
3a864a07,"Fair enough, thanks for assuming good faith, I was merely making the page consistant with the past 2 champions league season articles (<url>, <url>) which use path and non-champions instead of route and league. Should they be changed too or was that what they used to be called?"
73d3b63f,"|style=""vertical-align: top; border-top: 1px solid gray;"" | For creating an article on a relatively obscure bridge with interesting information that remains in the current article, which has become the focus of the world for all the wrong reasons, I hereby award you this oddball barnstar. Who knew all this could happen?"
e8ed77f3,I would like to nominate you so that you could become an administrator. Would you accept or not?
227f426b,"Yeah I'd be happy to look at the list, however can't promise much! Shall we discuss it on the article's talk page so that any comments are in the relevent place?"
691e41a6,"At the top of the page it characterizes a guideline as ''a generally accepted standard that editors should follow'' along with a passing reference to <url>. So, I might ask, how would using 4 tildes prevent you from improving or maintaining Wikipedia?"
69b85752,"Well, I suppose it is only reasonable for you to conclude that everyone behaves as you and your allies do. If ""good typography"" is whatever Dicklyon likes, why shouldn't the truth be whatever subserves Dicklyon's cause?"
160913f5,"Unfortunately for those who like railroads, it's been closed again! DOn't you people have better things to do?"
2453ca2e,Hi - how's it going?  Do you need more time?
a38f0c4a,Great.  Any reason why SCIRS is still an essay and not a content guideline?
4388f7e9,"So I have no authority and am not the chief ed, but you have the authority to give me chances. Are you the chief ed?"
fb10ece7,"Converting <url> to a redirect without preserving either the information or sources, & without discussion was ill-advised. A bit more care in future?"
7611bee3,"Oh, it's not that big of a deal. Drew, which IP edit did you consider to be ""attacking""?"
30170eb0,This is clearly them being just as congenial and accurate as always.<url> What is the appropriate place to report them?
fa648c2b,The file clearly states this is an image from a poster. Since when does this require any additional explanation?
6aafc1fa,Reading the guideline again: ''The name of each article (a link to the articles is recommended as well) in which fair use is claimed for the item''. Where does that say I '''need''' a link to the article?
9fde7379,"What ""fact"" that was recently prooved is referred to?  And since when is pi the ratio of circumference to radius, rather than circumference to diameter?"
e7257f88,"Hello -- I see you changed a couple of entries relating to ""PALATINE, the Subject Centre for Dance, Drama and Music of the UK Higher Education Academy"".  I don't know (or even care) why that organisation chooses to refer to itself by capitalising the word, but (and I ask for information here) is there a policy that precludes us from respecting that choice?"
d5eda868,Thanks for the edit.  Do you have any informaytion on <url> and artists associated with <url>?
b54777d7,"I'm really very sorry, but no, I '''didn't''' know, didn't get a message saying that was wrong. Where was it?"
d1115040,<url> Am I missing something?
596e6d20,"Hi. The font-size for the links in this template may be on the small side, but it seems to be floating okay -- or do I need to check more places where it's used?"
4e793e92,Hi! Could you consider speedy deleting <url>?
8f671ce5,"could you email me when you get a chance? not having any luck this end, must be spam filters blocking?"
4f4388bd,Oh and you seem to have deleted half of the stuff on <url> ... I presume this was a mistake?
0d2f797a,Hi Kathleen - It looks OK to me; all I did was change the template wording a bit and add parent cats to the stub category. What problem were you having?
356a4a74,I know there is some discussion at <url> regarding primary topics so I'm unsure if performing this edit would be an ok move. Thoughts?
51d55ea4,"I'd like to ask why you're so insistent on creating a page called <url>, which means the same thing as <url>.  Are you disagreeing that they mean the same thing, do you feel that the <url> article is bad, or do you feel that <url> is a better name for the article?"
0d52faaf,Do we have an automated-edit-using editor who's decided to just stick these in for completeness' sake? Did I miss all this?
ad4a782b,Thanks for letting me know. btw on that page I found <person> but before adding that to the list I was wondering if the templatelist on the project should go so deep into detail or if it just stay Germany wide?
6a6407ea,"Wow, you have a lot of gall, given you removed the West Wing discussion from your Talk Page with the edit summary ""Archiving crap"". Perhaps if your going to make unnecessary comments on people's talk pages, you should hold yourself to the same standard?"
8bf72f34,It's not Bowdlerism to delete nonsensical trivia about which movies an actress appears nude in.  Should we indicate what color her hair is in those movies?
4058f626,"If the llamas of Peru spoke Spanish, and one asked the other, ''xbfCxf3mo se llama?'', would he get confused?"
178c1002,Good catch. Do we have a solution for that yet?
bbe1c9ff,"If you don't agree with this approach, you can ether add the references yourself, or delete the added material and I will go elsewhere and write something else, and you can take over doing the anti-tank warfare article 'properly'. Ok?"
136d480d,This is incorrect. Have you looked at the article any time after October 2008?
e7851f96,"You seem to have plenty of time to discuss, why don't you try to educate <url> ? Maybe he needs this more than me ?"
2c3209a3,"Yeah, I already noticed that. Why can't people can just edit in a responsible fashion, or through ''discussion with others''?"
47916882,Nice to see you editing in article space! We have been chipping away at your compiled OBI list - can you believe it's almost done?
aa8efe46,sir.. can i still write an article? do you have any facebook account?
16c63b29,"Hi, thanks for letting me know about my signature not being linked. I tried to save the settings in preferences - did it work?"
96bbb5bd,"You recently edited this page. It is my view that this page is just a corporate marketing listing, there are several hundred companies that do the same job yet are not listed in Wikipedia - Do you not think that this is advertorial?"
149b3fad,I'm confused. Why did I get a user warning relating to this article?
ba362a77,"Yep, no worries. What's the article?"
26f95bff,"Hmmm, you are basically asking me to think positively despite evidence and knowing that over this issue none good faith on part of some users was showed in past, but ok, letxb4s see how it goes. The question then is: do you consider including the discussions with outside mediation participants that happend on those talk-pages (direktor, for exemple, has been very active and enthusiastic there lately) or only the in-mediation discussions are the ones that count?"
9851227f,"If you're not going to reply then I will undo the edit. Again, why have ""Fictional martial artists"" over the sub-cat ""Anime and manga martial artists"" and not use alphabetical order?"
4235a537,Sigh. Was this renewed attack necessary now?
dbcbf35a,I've had enough of this. What would you think about filing a RfC?
412e4ab2,Shane I reverted the edit you made this moring <url> but on second thought I would like some advice.  Is it implied in stub that they do not have references or is it appropriate to mark stubs as requiring a reference?
f7d0b218,"The page is getting smacked literally every half minute or so, and I think the joke's worn thin. Give us a break?"
197a1c1e,I think we're not going to convince each other today.  Thank you for the enjoyable debate :)  Should we just agree to disagree for now?
574cae09,"Hi, ixb4d like to know why are you constantly removing all information i put in your scm comparison about Plastic SCM. donxb4t we have the right to show there our information as the rest of users?"
a8d565ff,"As does ''<url>'', and ''<url>'', and even ''<url>''. Wanna be friends?"
4336dbf4,"In the article on <url>, you recently replaced a non-free image with J. Malcolm Greany's ''Ansel Adams and Camera'' on the basis that the latter image is in the public domain. How did you determine that this image is a work of the U.S. government?"
66dd2dc2,"Hi, would you have any objection to renaming the sub-categories of <url> to look more like the articles which describe them - i.e. <url> -> <url> and so on?"
97c4c47f,You see how time consuming and annoying it is when a person keeps on telling you to provide a source. Why do you want ''Michael'' to be just another compilation album?
19b5ef75,"I put both in the first sentence, to show a range.  Is that OK?"
9849113a,"Saw your edits on <url> - all good - but I have a question. What does ""collapse <url>"" mean in your edit summary?"
54975a6f,<url> suddenly has a bunch of new entries for today. Did you change the program?
42c5a25a,Your early edit's clearly indicate that you were not a newbie. How do explain this?
2cfbf787,Not too sure now you come to mention it. Do i need to annihilate it?
f3de6cf0,"You assume correctly; same principle would apply. :-) By the way, is there a trick to getting the (Talk) link in your signature automatically that I haven't learned yet?"
719889fc,"Due to your edits to this template, <url> is now required on all transclusions.  Are you running a bot to clean this up?"
33a10594,I'm see about the new Version 0.7 - which stated should FINALLY be published soon... When the exact date it published? Is there anything that I can help?
3e5d020c,"Do you know how to make the 'All Star Template' appear only at the bottom, as well as the 'Confirmed future sites', so the actual table appears at the top of the page??"
ecdbf93d,I noticed that you are the major contributor to the articles. Mind if I nominate <url> at <url>?
64ca54b6,Indian cultural imperialism is rampant this am - what nxt? we have had the mongolians and indians - maybe the astragoths next?
d6ccb77f,Why did you remove those German emigrant cases. Shouldn't we include those cases of people who was born in what was then Germany at the time?
167240b2,Thanks for the referrence.  Do you have any other response to the Bozo who doubts notability?
d4609f06,"What is unreliable about the newspaper article reports about the protests in Meliti, Lofi, etc? Are you alleging that the protests against the Greek military did not occur?"
0a178ef3,"Also, in accordance with <url>, I think the Turkish Army Corps should be 3rd Corps, 4th Corps, 5th Corps, not III Corps, IV Corps, V Corps. What do you think?"
698d6410,You sure kill educating information. I wounder why?
1114ea2d,"Nice addition to the <url> article.  If you have the works from which those thoughts are taken, could you add a citation(s) for them?"
c6c3f6aa,"Hi, it looks like the en/em distinction is being preserved. What do you see as the advantage of changing the way they're currently written?"
da5701e2,"Just to let you know, there's a <url> now. I don't know, is this mimicry allowed on Wikipedia?"
8ad1ee0b,"Hello, sorry I probably should have asked first, but I thought it might be a good idea to nominate one of the images you uploaded, <url>, for featured picture. I hope you don't mind me taking the liberty, as it were?"
2ee142c6,"Hi MariAna, there are just a couple of outstanding issues with the article. Could you have a look at them so I can get the GA closed in the next few days?"
11f6b9ec,I'm not familiar with that article. Can you please specify the exact article title?
63506b52,"That's still not the original source, and after searching through a few pages on Flickr, I'm assuming the original is all rights reserved anyway. Can I ask why you believe it is public domain?"
8cd5894e,Figures as much. What's wrong with it?
9ebcbcf6,"I was just about to create an article on the 2009 Malawian election; the purpose of adding it to the template was to give me a convenient link when I decided to do it. If red linked elections can't go in the template, why don't you delete all the red linked past elections?"
05882bed,"One question - how come the page is marked as ""in dispute""?  The data that is currently posted isn't in dispute, correct?"
f73fc568,"OK, now I see the <url>. Wouldn't it have been better to just say ""see talk"" in the edit summary so that editors don't think that you just moved it on a childish whim?"
30611f70,"I noticed you added the Jean Chretien link to the homepage, which is nice, but you didn't put any comment for the changelog and you also didn't bump of the last article, you bumped off the 2nd last article.  Why?"
e1c17a1b,"Sure, I'll have a look at it. It looks like it needs a bit of a copyedit though, hope you don't mind?"
eddf1ec1,Thanks for clean-up of the secret talkpage colourer-inner. Aren't people odd?
a61332b8,"Everything about <url> looks fantastic, but.. going to |2 instead of |30em seems like a major step back. Is there a reason for it?"
6d090733,The profile seems good as it is. Why don't we bring this back up after the Hibiki 2-parter?
3de666b8,Just wondering why removed death material? Perhaps another article on his death and circumstances- legacy?
cf00efc3,I see that there now. Do you want me to tie it all in or do you want to work on it?
bfbea4e6,"""Malbrain, I can't understand you, in either your comments to the talk page..."" is the criteria being used by user WHOSASKING to make reverts of my edits.  Since when does any one editor have to understand all the material of a subject known by the other editors?"
cc03a8ee,Why on earth have you deleted the article on the <url>?  Can you please undelete it?
d17f9511,Eh. Awesome as in you are going to be more active?
f3918868,"I presume you haven't obliterated them completely, because that would be to be editorialise enormously. Where have you put them instead?"
